,date,open,high,low,close,volume,tic,macd,rsi_30,cci_30,dx_30,turbulence
0,2009-01-02,3.067142963409424,3.2514286041259766,3.041428565979004,2.795912981033325,746015200.0,AAPL,0.003732626254742133,100.0,66.66666666666698,100.0,0.0
0,2009-01-02,18.56999969482422,19.520000457763672,18.399999618530273,15.800623893737793,10955700.0,AXP,0.014304934403833514,100.0,66.66666666666629,100.0,0.0
0,2009-01-02,42.79999923706055,45.560001373291016,42.779998779296875,33.68093490600586,7010200.0,BA,0.04308509826660156,100.0,66.66666666666693,100.0,0.0
0,2009-01-02,44.90999984741211,46.97999954223633,44.709999084472656,32.514400482177734,7117200.0,CAT,0.03483395087413399,100.0,66.66666666666634,100.0,0.0
0,2009-01-02,16.40999984741211,17.0,16.25,12.786087036132812,40980600.0,CSCO,0.011163494525813888,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,74.2300033569336,77.30000305175781,73.58000183105469,48.04326248168945,13695900.0,CVX,0.035919996408317445,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,21.605234146118164,22.060680389404297,20.993228912353516,14.527276039123535,13251000.0,DD,0.00676800348819917,100.0,-66.66666666666438,100.0,0.0
0,2009-01-02,22.760000228881836,24.030000686645508,22.5,20.597496032714844,9796600.0,DIS,0.02376308196630106,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,84.0199966430664,87.62000274658203,82.19000244140625,72.84446716308594,14088500.0,GS,0.044644306867553496,100.0,66.6666666666673,100.0,0.0
0,2009-01-02,23.06999969482422,24.190000534057617,22.959999084472656,17.909452438354492,14902500.0,HD,0.018483913861789603,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,83.88999938964844,87.58999633789062,83.88999938964844,59.60555648803711,7558200.0,IBM,0.049132444919678164,100.0,66.66666666666612,100.0,0.0
0,2009-01-02,14.6899995803833,15.25,14.470000267028809,10.527305603027344,52208200.0,INTC,0.008390952379276229,100.0,66.66666666666725,100.0,0.0
0,2009-01-02,60.130001068115234,61.0,59.040000915527344,42.26553726196289,11638900.0,JNJ,0.012820549500297318,100.0,66.66666666666572,100.0,0.0
0,2009-01-02,31.190000534057617,31.639999389648438,30.469999313354492,23.515010833740234,32494900.0,JPM,0.003365718401397544,100.0,-66.6666666666726,100.0,0.0
0,2009-01-02,22.700000762939453,23.0,22.520000457763672,14.135621070861816,16355800.0,KO,0.004352890528165787,100.0,66.66666666666666,100.0,0.0
0,2009-01-02,62.380001068115234,64.12999725341797,62.20000076293945,44.20120620727539,8652700.0,MCD,0.024267441187149075,100.0,66.66666666666629,100.0,0.0
0,2009-01-02,57.54999923706055,59.38999938964844,57.52000045776367,42.61480712890625,5313900.0,MMM,0.026652299440826255,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,30.459999084472656,31.1200008392334,30.309999465942383,20.118099212646484,12207400.0,MRK,0.008736206935004986,100.0,66.66666666666622,100.0,0.0
0,2009-01-02,19.530000686645508,20.399999618530273,19.3700008392334,15.471160888671875,50084000.0,MSFT,0.015195629535577737,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,12.737500190734863,13.399999618530273,12.577500343322754,8.956398010253906,12028800.0,NKE,0.007801434932607876,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,16.963947296142578,17.362428665161133,16.793169021606445,10.938112258911133,30274000.0,PFE,0.007522017527849201,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,61.689998626708984,62.970001220703125,61.060001373291016,43.36127853393555,11135700.0,PG,0.015181443630119418,100.0,66.66666666666568,100.0,0.0
0,2009-01-02,33.643802642822266,34.76400375366211,33.373191833496094,25.853654861450195,7452800.0,RTX,0.01425065138400683,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,45.2599983215332,45.90999984741211,44.130001068115234,33.45659255981445,3279700.0,TRV,0.0,100.0,66.66666666667344,100.0,0.0
0,2009-01-02,26.700000762939453,27.719999313354492,26.540000915527344,23.21503257751465,4885900.0,UNH,0.018689449016864756,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,13.229999542236328,13.427499771118164,13.0600004196167,12.24426555633545,13199200.0,V,0.005089059854164191,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,32.00077438354492,32.60102081298828,31.466175079345703,18.18747901916504,14848900.0,VZ,0.008717121222080237,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,24.649999618530273,25.670000076293945,24.610000610351562,19.18781852722168,5266700.0,WBA,0.014827202527953887,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,55.97999954223633,57.5099983215332,55.779998779296875,42.72148132324219,16054800.0,WMT,0.018774264898056003,100.0,66.66666666666667,100.0,0.0
0,2009-01-02,80.05999755859375,82.11000061035156,78.9000015258789,53.48383331298828,35803700.0,XOM,0.02660411443465449,100.0,66.66666666666667,100.0,0.0
1,2009-01-05,3.327500104904175,3.434999942779541,3.3110713958740234,2.913911819458008,1181608400.0,AAPL,0.008415243644601667,100.0,99.99999999999986,100.0,0.0
1,2009-01-05,19.200000762939453,20.239999771118164,19.0,16.30741310119629,16019200.0,AXP,0.033942828770332056,100.0,98.74060760992445,100.0,0.0
1,2009-01-05,45.5,46.810001373291016,44.79999923706055,34.36571502685547,6917400.0,BA,0.07613395758905028,100.0,88.58194243137127,100.0,0.0
1,2009-01-05,46.900001525878906,47.119998931884766,45.810001373291016,31.939104080200195,11098700.0,CAT,0.02654546049291895,72.2901233998913,60.4405041923154,100.0,0.0
1,2009-01-05,16.850000381469727,17.299999237060547,16.75,12.899175643920898,45480200.0,CSCO,0.01773137879325226,100.0,94.63909841741922,100.0,0.0
1,2009-01-05,76.16000366210938,78.37000274658203,75.73999786376953,48.13117980957031,16954500.0,CVX,0.048495516147553985,100.0,87.64669846750593,100.0,0.0
1,2009-01-05,22.103378295898438,22.259939193725586,21.363279342651367,14.18790054321289,19384500.0,DD,-0.0019002340174907317,46.21451951989094,27.67445801252207,11.878048415470213,0.0
1,2009-01-05,23.510000228881836,24.0,23.290000915527344,20.2358341217041,11675100.0,DIS,0.01906376886427097,73.89686258501203,62.8866305927994,100.0,0.0
1,2009-01-05,85.80999755859375,90.94999694824219,85.45999908447266,74.54048156738281,15996700.0,GS,0.10947901344975719,100.0,100.0000000000003,100.0,0.0
1,2009-01-05,24.020000457763672,24.8799991607666,23.809999465942383,18.339935302734375,22570900.0,HD,0.03690142293923415,100.0,99.99999999999908,100.0,0.0
1,2009-01-05,86.41999816894531,87.66999816894531,86.18000030517578,59.23033905029297,8315700.0,IBM,0.05096901667858589,84.94386918422806,74.25844387875784,100.0,0.0
1,2009-01-05,15.069999694824219,15.289999961853027,14.8100004196167,10.32645034790039,57320400.0,INTC,0.004463229381833855,64.28512480501513,69.09672780111845,100.0,0.0
1,2009-01-05,60.41999816894531,60.77000045776367,59.36000061035156,41.847415924072266,15540000.0,JNJ,0.00337000710472779,56.91708703724788,31.46028666882127,100.0,0.0
1,2009-01-05,30.729999542236328,30.770000457763672,29.079999923706055,21.93984031677246,44069400.0,JPM,-0.044557350183900724,8.430162452045593,-99.99999999999999,100.0,0.0
1,2009-01-05,22.78499984741211,22.94499969482422,22.59000015258789,13.993953704833984,20237200.0,KO,0.001153349980745233,56.968100561199996,24.371183460192633,100.0,0.0
1,2009-01-05,63.2599983215332,63.84000015258789,62.88999938964844,44.0694694519043,7692900.0,MCD,0.026836387938715234,88.81042416314173,55.245330042177,100.0,0.0
1,2009-01-05,58.790000915527344,59.09000015258789,58.11000061035156,42.11803436279297,3768800.0,MMM,0.01855542586631742,69.802995770249,45.431528555053845,100.0,0.0
1,2009-01-05,31.450000762939453,31.65999984741211,30.290000915527344,19.813085556030273,14968500.0,MRK,0.001673206416633377,55.23848177797682,59.67317542876926,100.0,0.0
1,2009-01-05,20.200000762939453,20.670000076293945,20.059999465942383,15.61575698852539,61475200.0,MSFT,0.023846164565062722,100.0,90.42013838966015,100.0,0.0
1,2009-01-05,13.154999732971191,13.442500114440918,13.074999809265137,9.020543098449707,12913200.0,NKE,0.011929711933005294,100.0,83.4448586657503,100.0,0.0
1,2009-01-05,17.457305908203125,17.533206939697266,16.963947296142578,10.872255325317383,44439200.0,PFE,0.0075423237818696975,83.11137364626575,72.73372107287908,100.0,0.0
1,2009-01-05,62.31999969482422,62.439998626708984,61.59000015258789,43.05055618286133,14322800.0,PG,0.00970869098730276,67.7949754984977,31.81182817307652,100.0,0.0
1,2009-01-05,34.185020446777344,34.60037612915039,33.85777282714844,25.547832489013672,8679500.0,RTX,0.008674624960104182,66.7520001835833,50.83048177644133,100.0,0.0
1,2009-01-05,44.7599983215332,45.0099983215332,43.29999923706055,32.96066665649414,5171400.0,TRV,-0.015378632587363938,0.0,-100.00000000000075,42.27262257418657,0.0
1,2009-01-05,27.399999618530273,27.670000076293945,26.559999465942383,22.836393356323242,8518900.0,UNH,0.012072488064500675,68.01729665634495,27.77029564899834,100.0,0.0
1,2009-01-05,13.25,13.824999809265137,13.25,12.331331253051758,16600000.0,V,0.009184374411045582,100.0,91.84268405367058,100.0,0.0
1,2009-01-05,31.60685920715332,31.60685920715332,29.86238670349121,17.053382873535156,36096500.0,VZ,-0.02406091094459839,24.878352287194303,-100.00000000000027,62.63227975595915,0.0
1,2009-01-05,25.43000030517578,26.969999313354492,25.43000030517578,20.156599044799805,11938400.0,WBA,0.04893462490655409,100.0,100.00000000000038,100.0,0.0
1,2009-01-05,56.959999084472656,57.349998474121094,55.68000030517578,42.22836685180664,16021300.0,WMT,0.008630689671733194,62.12688165091212,28.687370725577313,83.38711103501674,0.0
1,2009-01-05,81.2699966430664,82.41999816894531,80.68000030517578,53.47726821899414,43340100.0,XOM,0.03369533918434797,99.4305198979414,85.85936976792742,100.0,0.0
2,2009-01-06,3.426785707473755,3.4703571796417236,3.29964280128479,2.865849494934082,1289310400.0,AAPL,0.008603481652353917,84.86654856967233,64.36178279206447,100.0,0.0
2,2009-01-06,20.299999237060547,21.3799991607666,20.010000228881836,17.22292137145996,13820200.0,AXP,0.0750967529444928,100.0,114.10193338137474,100.0,0.0
2,2009-01-06,46.849998474121094,47.0,45.5,34.46992492675781,7180300.0,BA,0.09306183542462776,100.0,75.73742123917958,100.0,0.0
2,2009-01-06,46.790000915527344,46.79999923706055,45.40999984741211,31.74501609802246,10863400.0,CAT,0.01511765806908727,65.91552872428386,29.394024894368584,63.23877202299508,0.0
2,2009-01-06,17.329999923706055,17.979999542236328,17.260000228881836,13.411825180053711,58256600.0,CSCO,0.03879304647988491,100.0,115.95028928309283,100.0,0.0
2,2009-01-06,77.55999755859375,78.44999694824219,76.33000183105469,48.56440353393555,15894500.0,CVX,0.06866798463546075,100.0,78.25812142423955,100.0,0.0
2,2009-01-06,22.359567642211914,23.74013900756836,21.90412139892578,15.130617141723633,25420800.0,DD,0.0282402752743085,78.87095709691751,133.33333333333366,75.13164732462728,0.0
2,2009-01-06,23.809999465942383,24.829999923706055,23.799999237060547,20.933319091796875,12070800.0,DIS,0.0416416537541302,82.83560669193238,121.5116529063626,100.0,0.0
2,2009-01-06,90.05000305175781,92.19999694824219,87.72000122070312,74.48171997070312,21551800.0,GS,0.13416249126555613,98.34830597532921,85.39304516275827,100.0,0.0
2,2009-01-06,24.940000534057617,25.489999771118164,24.6200008392334,18.74814796447754,22856600.0,HD,0.05911206960150395,100.0,101.624470692585,100.0,0.0
2,2009-01-06,87.11000061035156,90.41000366210938,86.37000274658203,60.8745002746582,9649500.0,IBM,0.1099170190996972,91.0512951298313,111.07508833096105,100.0,0.0
2,2009-01-06,15.09000015258789,15.510000228881836,15.079999923706055,10.645045280456543,61631400.0,INTC,0.014070190237687186,77.48174641064334,127.20559740543311,100.0,0.0
2,2009-01-06,60.33000183105469,60.439998626708984,58.900001525878906,41.59653854370117,22097600.0,JNJ,-0.010068707424174761,44.907973541302106,-60.22023710889854,28.758155853121398,0.0
2,2009-01-06,29.790000915527344,30.420000076293945,29.510000228881836,22.412389755249023,44216300.0,JPM,-0.048200496224033884,28.693991182568737,-56.487676559730005,100.0,0.0
2,2009-01-06,22.850000381469727,22.985000610351562,22.229999542236328,13.76914119720459,21307800.0,KO,-0.008446899424068732,33.38452579389188,-99.01367987367803,24.39913763420902,0.0
2,2009-01-06,63.9900016784668,64.45999908447266,61.83000183105469,43.08491897583008,10855700.0,MCD,-0.008199716395417056,47.61689619788574,-0.461478089217522,17.91624866434268,0.0
2,2009-01-06,58.7400016784668,59.810001373291016,58.61000061035156,42.61480712890625,4966200.0,MMM,0.032353854167588736,76.99070410320525,93.07102298449162,100.0,0.0
2,2009-01-06,31.079999923706055,31.260000228881836,29.549999237060547,19.449657440185547,15031200.0,MRK,-0.014701624420979442,35.59797770323267,-54.87173451355741,14.27647996900625,0.0
2,2009-01-06,20.75,21.0,20.610000610351562,15.798391342163086,58083400.0,MSFT,0.033790132303401776,100.0,96.37546615218703,100.0,0.0
2,2009-01-06,13.449999809265137,13.5,12.949999809265137,8.838242530822754,15290400.0,NKE,0.006933073730975181,67.97438027861412,48.959167077288264,59.23442403877751,0.0
2,2009-01-06,17.381404876708984,17.495256423950195,16.802656173706055,10.656726837158203,53984400.0,PFE,-0.00041485771718186015,52.87759382855807,4.284846860562775,45.78893430890784,0.0
2,2009-01-06,62.5,62.95000076293945,61.5099983215332,42.92628479003906,13401600.0,PG,0.00249486912696284,59.82384555576113,57.8295072635951,100.0,0.0
2,2009-01-06,34.36123275756836,34.933921813964844,34.04656982421875,25.820714950561523,8198900.0,RTX,0.015778263136567716,74.55962120492555,102.67083450381914,100.0,0.0
2,2009-01-06,43.15999984741211,44.31999969482422,42.720001220703125,31.954015731811523,5138700.0,TRV,-0.05834099314721897,0.0,-113.23456733769879,62.30360695099756,0.0
2,2009-01-06,27.110000610351562,27.3700008392334,25.809999465942383,22.29787826538086,7423000.0,UNH,-0.010675783774107828,46.25279633606686,-84.07735168797116,35.280995307749244,0.0
2,2009-01-06,13.625,14.494999885559082,13.625,13.199700355529785,32506400.0,V,0.04217405375604599,100.0,128.37341954937725,100.0,0.0
2,2009-01-06,30.65021324157715,30.715864181518555,29.52474594116211,16.780364990234375,28001600.0,VZ,-0.0482365373926541,20.95758687812915,-92.6842059737146,68.41271521949265,0.0
2,2009-01-06,26.760000228881836,27.299999237060547,26.420000076293945,20.058963775634766,7691300.0,WBA,0.05972300161020172,94.08869043754895,83.7314202050873,100.0,0.0
2,2009-01-06,56.61000061035156,56.79999923706055,55.599998474121094,41.85479736328125,19146000.0,WMT,-0.009681907582077542,47.9074805850388,-24.648686508255718,71.22385921957544,0.0
2,2009-01-06,82.13999938964844,82.7300033569336,79.62999725341797,52.60596466064453,41906100.0,XOM,0.004636696886763048,55.801456770480215,28.246684202031695,21.354042412138337,0.0
3,2009-01-07,3.278928518295288,3.3035714626312256,3.223571538925171,2.8039233684539795,753048800.0,AAPL,0.006060459334203294,70.6214074323781,6.034007420960437,58.46304921212875,0.0
3,2009-01-07,20.530000686645508,20.719999313354492,19.829999923706055,16.497394561767578,15699900.0,AXP,0.06700782259158444,72.72474482953392,54.849424268445716,85.63972898559561,0.0
3,2009-01-07,45.099998474121094,45.61000061035156,44.16999816894531,33.316200256347656,6586200.0,BA,0.05439164530685048,68.20826252430618,4.977422942716854,42.87570097760192,0.0
